Ensembl	Gene	"Gene description"	"Biological process"	"Molecular function"	Evidence
ENSG00000156427	FGF18	"Fibroblast growth factor 18"		"Growth factor"	"Evidence at protein level"
ENSG00000162344	FGF19	"Fibroblast growth factor 19"		"Growth factor"	"Evidence at protein level"
ENSG00000138685	FGF2	"Fibroblast growth factor 2"	"Angiogenesis, Differentiation"	"Developmental protein, Growth factor, Heparin-binding, Mitogen"	"Evidence at protein level"
ENSG00000078579	FGF20	"Fibroblast growth factor 20"		"Growth factor"	"Evidence at protein level"
ENSG00000105550	FGF21	"Fibroblast growth factor 21"		"Growth factor"	"Evidence at protein level"
ENSG00000070388	FGF22	"Fibroblast growth factor 22"		"Growth factor"	"Evidence at protein level"
ENSG00000118972	FGF23	"Fibroblast growth factor 23"	Differentiation	"Growth factor"	"Evidence at protein level"
ENSG00000186895	FGF3	"Fibroblast growth factor 3"	Differentiation	"Developmental protein, Growth factor, Mitogen"	"Evidence at protein level"
ENSG00000075388	FGF4	"Fibroblast growth factor 4"	Differentiation	"Developmental protein, Growth factor, Heparin-binding, Mitogen"	"Evidence at protein level"
ENSG00000138675	FGF5	"Fibroblast growth factor 5"		"Growth factor, Mitogen"	"Evidence at protein level"
ENSG00000111241	FGF6	"Fibroblast growth factor 6"	"Angiogenesis, Differentiation"	"Developmental protein, Growth factor, Mitogen"	"Evidence at protein level"
ENSG00000140285	FGF7	"Fibroblast growth factor 7"		"Growth factor, Heparin-binding, Mitogen"	"Evidence at protein level"
ENSG00000107831	FGF8	"Fibroblast growth factor 8"	Differentiation	"Developmental protein, Growth factor, Mitogen"	"Evidence at protein level"
ENSG00000102678	FGF9	"Fibroblast growth factor 9"	Differentiation	"Developmental protein, Growth factor, Heparin-binding, Mitogen"	"Evidence at protein level"
ENSG00000137440	FGFBP1	"Fibroblast growth factor binding protein 1"		"Growth factor binding"	"Evidence at protein level"
ENSG00000137441	FGFBP2	"Fibroblast growth factor binding protein 2"		"Growth factor binding"	"Evidence at protein level"
ENSG00000174721	FGFBP3	"Fibroblast growth factor binding protein 3"		"Growth factor binding, Heparin-binding"	"Evidence at protein level"
ENSG00000066468	FGFR2	"Fibroblast growth factor receptor 2"	Apoptosis	"Heparin-binding, Kinase, Receptor, Transferase, Tyrosine-protein kinase"	"Evidence at protein level"
ENSG00000171557	FGG	"Fibrinogen gamma chain"	"Blood coagulation, Hemostasis"		"Evidence at protein level"
ENSG00000104760	FGL1	"Fibrinogen like 1"	"Adaptive immunity, Immunity"		"Evidence at protein level"
ENSG00000127951	FGL2	"Fibrinogen like 2"			"Evidence at protein level"
ENSG00000102755	FLT1	"Fms related tyrosine kinase 1"	"Angiogenesis, Chemotaxis, Differentiation"	"Developmental protein, Kinase, Receptor, Transferase, Tyrosine-protein kinase"	"Evidence at protein level"
ENSG00000037280	FLT4	"Fms related tyrosine kinase 4"	Angiogenesis	"Kinase, Receptor, Transferase, Tyrosine-protein kinase"	"Evidence at protein level"
ENSG00000122176	FMOD	Fibromodulin			"Evidence at protein level"
ENSG00000115414	FN1	"Fibronectin 1"	"Acute phase, Angiogenesis, Cell adhesion, Cell shape"	Heparin-binding	"Evidence at protein level"
ENSG00000164694	FNDC1	"Fibronectin type III domain containing 1"			"Evidence at protein level"
ENSG00000143107	FNDC7	"Fibronectin type III domain containing 7"			"Evidence at protein level"
ENSG00000110195	FOLR1	"Folate receptor 1"	Transport	Receptor	"Evidence at protein level"
ENSG00000165457	FOLR2	"Folate receptor beta"	Transport	Receptor	"Evidence at protein level"
ENSG00000110203	FOLR3	"Folate receptor 3"		Receptor	"Evidence at protein level"
ENSG00000164946	FREM1	"FRAS1 related extracellular matrix 1"	"Cell adhesion"	"Developmental protein"	"Evidence at protein level"
ENSG00000183090	FREM3	"FRAS1 related extracellular matrix 3"	"Cell adhesion"		"Evidence at transcript level"
ENSG00000162998	FRZB	"Frizzled related protein"	"Differentiation, Wnt signaling pathway"	"Developmental protein"	"Evidence at protein level"
ENSG00000131808	FSHB	"Follicle stimulating hormone beta subunit"		Hormone	"Evidence at protein level"
ENSG00000134363	FST	Follistatin			"Evidence at protein level"
ENSG00000163430	FSTL1	"Follistatin like 1"		Heparin-binding	"Evidence at protein level"
ENSG00000070404	FSTL3	"Follistatin like 3"	"Osteogenesis, Transcription, Transcription regulation"		"Evidence at protein level"
ENSG00000053108	FSTL4	"Follistatin like 4"			"Evidence at protein level"
ENSG00000168843	FSTL5	"Follistatin like 5"			"Evidence at protein level"
ENSG00000226124	FTCDNL1	"Formiminotransferase cyclodeaminase N-terminal like"			"Evidence at transcript level"
ENSG00000001036	FUCA2	"Alpha-L-fucosidase 2"		"Glycosidase, Hydrolase"	"Evidence at protein level"
ENSG00000069482	GAL	"Galanin and GMAP prepropeptide"		"Hormone, Neuropeptide"	"Evidence at protein level"
ENSG00000197487	GALP	"Galanin like peptide"		"Antibiotic, Antimicrobial, Hormone, Neuropeptide"	"Evidence at transcript level"
ENSG00000183087	GAS6	"Growth arrest specific 6"	"Growth regulation, Host-virus interaction"		"Evidence at protein level"
ENSG00000184502	GAST	Gastrin		Hormone	"Evidence at protein level"
ENSG00000177225	GATD1	"Glutamine amidotransferase like class 1 domain containing 1"			"Evidence at protein level"
ENSG00000145321	GC	"GC, vitamin D binding protein"	Transport	Actin-binding	"Evidence at protein level"
ENSG00000115263	GCG	Glucagon		Hormone	"Evidence at protein level"
ENSG00000130283	GDF1	"Growth differentiation factor 1"		"Cytokine, Growth factor"	"Evidence at protein level"
ENSG00000266524	GDF10	"Growth differentiation factor 10"	Osteogenesis	"Cytokine, Growth factor"	"Evidence at protein level"
ENSG00000135414	GDF11	"Growth differentiation factor 11"		"Cytokine, Growth factor"	"Evidence at protein level"
ENSG00000130513	GDF15	"Growth differentiation factor 15"		"Cytokine, Growth factor"	"Evidence at protein level"
ENSG00000263761	GDF2	"Growth differentiation factor 2"	Angiogenesis	"Cytokine, Growth factor"	"Evidence at protein level"
ENSG00000184344	GDF3	"Growth differentiation factor 3"		"Cytokine, Developmental protein, Growth factor"	"Evidence at protein level"
ENSG00000125965	GDF5	"Growth differentiation factor 5"	Chondrogenesis	"Cytokine, Growth factor"	"Evidence at protein level"
ENSG00000156466	GDF6	"Growth differentiation factor 6"	Apoptosis	"Cytokine, Developmental protein, Growth factor"	"Evidence at protein level"
ENSG00000143869	GDF7	"Growth differentiation factor 7"		"Cytokine, Growth factor"	"Evidence at protein level"
ENSG00000164404	GDF9	"Growth differentiation factor 9"		"Cytokine, Growth factor"	"Evidence at protein level"
ENSG00000168621	GDNF	"Glial cell derived neurotrophic factor"		"Growth factor"	"Evidence at protein level"
ENSG00000145990	GFOD1	"Glucose-fructose oxidoreductase domain containing 1"		Oxidoreductase	"Evidence at protein level"
ENSG00000141098	GFOD2	"Glucose-fructose oxidoreductase domain containing 2"		Oxidoreductase	"Evidence at protein level"
ENSG00000259384	GH1	"Growth hormone 1"		Hormone	"Evidence at protein level"
ENSG00000136487	GH2	"Growth hormone 2"		Hormone	"Evidence at protein level"
ENSG00000112964	GHR	"Growth hormone receptor"	Endocytosis	Receptor	"Evidence at protein level"
ENSG00000118702	GHRH	"Growth hormone releasing hormone"			"Evidence at protein level"
ENSG00000157017	GHRL	"Ghrelin and obestatin prepropeptide"		Hormone	"Evidence at protein level"
ENSG00000134812	GIF	"Gastric intrinsic factor"	"Cobalt transport, Ion transport, Transport"		"Evidence at protein level"
ENSG00000159224	GIP	"Gastric inhibitory polypeptide"		Hormone	"Evidence at protein level"
ENSG00000169605	GKN1	"Gastrokine 1"		Mitogen	"Evidence at protein level"
ENSG00000183607	GKN2	"Gastrokine 2"			"Evidence at protein level"
ENSG00000163521	GLB1L	"Galactosidase beta 1 like"		"Glycosidase, Hydrolase"	"Evidence at protein level"
ENSG00000149328	GLB1L2	"Galactosidase beta 1 like 2"		"Glycosidase, Hydrolase"	"Evidence at protein level"
ENSG00000186417	GLDN	Gliomedin	"Differentiation, Neurogenesis"	"Developmental protein"	"Evidence at protein level"
ENSG00000173401	GLIPR1L1	"GLIPR1 like 1"	Fertilization		"Evidence at protein level"
ENSG00000151948	GLT1D1	"Glycosyltransferase 1 domain containing 1"		"Glycosyltransferase, Transferase"	"Evidence at protein level"
ENSG00000182327	GLTPD2	"Glycolipid transfer protein domain containing 2"			"Evidence at protein level"
ENSG00000115523	GNLY	Granulysin		"Antibiotic, Antimicrobial, Fungicide"	"Evidence at protein level"
ENSG00000147437	GNRH1	"Gonadotropin releasing hormone 1"		Hormone	"Evidence at protein level"
ENSG00000125787	GNRH2	"Gonadotropin releasing hormone 2"		Hormone	"Evidence at transcript level"
ENSG00000149735	GPHA2	"Glycoprotein hormone alpha 2"		Hormone	"Evidence at protein level"
ENSG00000179600	GPHB5	"Glycoprotein hormone beta 5"		Hormone	"Evidence at protein level"
ENSG00000105220	GPI	"Glucose-6-phosphate isomerase"	"Gluconeogenesis, Glycolysis"	"Cytokine, Growth factor, Isomerase"	"Evidence at protein level"
ENSG00000112293	GPLD1	"Glycosylphosphatidylinositol specific phospholipase D1"		Hydrolase	"Evidence at protein level"
ENSG00000211445	GPX3	"Glutathione peroxidase 3"		"Oxidoreductase, Peroxidase"	"Evidence at protein level"
ENSG00000224586	GPX5	"Glutathione peroxidase 5"		"Oxidoreductase, Peroxidase"	"Evidence at protein level"
ENSG00000198704	GPX6	"Glutathione peroxidase 6"		"Oxidoreductase, Peroxidase"	"Evidence at transcript level"
ENSG00000116157	GPX7	"Glutathione peroxidase 7"		"Oxidoreductase, Peroxidase"	"Evidence at protein level"
ENSG00000166923	GREM1	"Gremlin 1, DAN family BMP antagonist"		Cytokine	"Evidence at protein level"
ENSG00000180875	GREM2	"Gremlin 2, DAN family BMP antagonist"		"Cytokine, Developmental protein, Heparin-binding"	"Evidence at protein level"
ENSG00000030582	GRN	"Granulin precursor"		Cytokine	"Evidence at protein level"
ENSG00000134443	GRP	"Gastrin releasing peptide"			"Evidence at protein level"
ENSG00000148180	GSN	Gelsolin	"Cilium biogenesis/degradation"	"Actin capping, Actin-binding"	"Evidence at protein level"
ENSG00000197273	GUCA2A	"Guanylate cyclase activator 2A"			"Evidence at protein level"
ENSG00000044012	GUCA2B	"Guanylate cyclase activator 2B"			"Evidence at protein level"
ENSG00000145649	GZMA	"Granzyme A"	"Apoptosis, Cytolysis"	"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000100453	GZMB	"Granzyme B"	"Apoptosis, Cytolysis"	"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000100450	GZMH	"Granzyme H"	Cytolysis	"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000113088	GZMK	"Granzyme K"		"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000197540	GZMM	"Granzyme M"	"Apoptosis, Cytolysis, Immunity, Innate immunity"	"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000148702	HABP2	"Hyaluronan binding protein 2"		"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000105697	HAMP	"Hepcidin antimicrobial peptide"		"Antibiotic, Antimicrobial, Fungicide, Hormone"	"Evidence at protein level"
ENSG00000145681	HAPLN1	"Hyaluronan and proteoglycan link protein 1"			"Evidence at protein level"
ENSG00000132702	HAPLN2	"Hyaluronan and proteoglycan link protein 2"			"Evidence at protein level"
ENSG00000140511	HAPLN3	"Hyaluronan and proteoglycan link protein 3"			"Evidence at protein level"
ENSG00000187664	HAPLN4	"Hyaluronan and proteoglycan link protein 4"			"Evidence at protein level"
ENSG00000113070	HBEGF	"Heparin binding EGF like growth factor"		"Growth factor, Heparin-binding, Receptor"	"Evidence at protein level"
ENSG00000161610	HCRT	"Hypocretin neuropeptide precursor"		Neuropeptide	"Evidence at protein level"
ENSG00000019991	HGF	"Hepatocyte growth factor"		"Growth factor, Serine protease homolog"	"Evidence at protein level"
ENSG00000109758	HGFAC	"HGF activator"		"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000164161	HHIP	"Hedgehog interacting protein"			"Evidence at protein level"
ENSG00000182218	HHIPL1	"HHIP like 1"			"Evidence at protein level"
ENSG00000143512	HHIPL2	"HHIP like 2"			"Evidence at protein level"
ENSG00000132297	HHLA1	"HERV-H LTR-associating 1"			"Evidence at transcript level"
ENSG00000204632	HLA-G	"Major histocompatibility complex, class I, G"	Immunity		"Evidence at protein level"
ENSG00000143341	HMCN1	"Hemicentin 1"	"Cell cycle, Cell division, Sensory transduction, Vision"		"Evidence at protein level"
ENSG00000148357	HMCN2	"Hemicentin 2"	"Sensory transduction"		"Evidence at protein level"
ENSG00000221887	HMSD	"Histocompatibility minor serpin domain containing"		"Protease inhibitor, Serine protease inhibitor"	"Evidence at protein level"
ENSG00000257017	HP	Haptoglobin	"Acute phase, Immunity"	"Antibiotic, Antimicrobial, Antioxidant, Serine protease homolog"	"Evidence at protein level"
ENSG00000261701	HPR	"Haptoglobin-related protein"		"Serine protease homolog"	"Evidence at protein level"
ENSG00000173083	HPSE	Heparanase	"Cell adhesion"	Hydrolase	"Evidence at protein level"
ENSG00000172987	HPSE2	"Heparanase 2 (inactive)"			"Evidence at protein level"
ENSG00000110169	HPX	Hemopexin	"Host-virus interaction, Transport"		"Evidence at protein level"
ENSG00000113905	HRG	"Histidine rich glycoprotein"	"Angiogenesis, Blood coagulation, Chemotaxis, Fibrinolysis, Hemostasis"	Heparin-binding	"Evidence at protein level"
ENSG00000167733	HSD11B1L	"Hydroxysteroid 11-beta dehydrogenase 1 like"		Oxidoreductase	"Evidence at protein level"
ENSG00000142798	HSPG2	"Heparan sulfate proteoglycan 2"	Angiogenesis		"Evidence at protein level"
ENSG00000126550	HTN1	"Histatin 1"	Biomineralization	"Antibiotic, Antimicrobial, Fungicide"	"Evidence at protein level"
ENSG00000205649	HTN3	"Histatin 3"	Biomineralization	"Antibiotic, Antimicrobial, Fungicide"	"Evidence at protein level"
ENSG00000166033	HTRA1	"HtrA serine peptidase 1"		"Growth factor binding, Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000170801	HTRA3	"HtrA serine peptidase 3"		"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000169495	HTRA4	"HtrA serine peptidase 4"		"Hydrolase, Protease, Serine protease"	"Evidence at protein level"
ENSG00000114378	HYAL1	"Hyaluronoglucosaminidase 1"		"Glycosidase, Hydrolase"	"Evidence at protein level"
ENSG00000186792	HYAL3	"Hyaluronoglucosaminidase 3"	Fertilization	"Glycosidase, Hydrolase"	"Evidence at protein level"
ENSG00000121351	IAPP	"Islet amyloid polypeptide"		Hormone	"Evidence at protein level"
ENSG00000029559	IBSP	"Integrin binding sialoprotein"	"Biomineralization, Cell adhesion"		"Evidence at protein level"
ENSG00000197919	IFNA1	"Interferon alpha 1"	"Antiviral defense"	Cytokine	"Evidence at protein level"
ENSG00000186803	IFNA10	"Interferon alpha 10"	"Antiviral defense"	Cytokine	"Evidence at protein level"
ENSG00000233816	IFNA13	"Interferon alpha 13"	"Antiviral defense"	Cytokine	"Evidence at protein level"
ENSG00000228083	IFNA14	"Interferon alpha 14"	"Antiviral defense"	Cytokine	"Evidence at protein level"
ENSG00000147885	IFNA16	"Interferon alpha 16"	"Antiviral defense"	Cytokine	"Evidence at transcript level"
ENSG00000234829	IFNA17	"Interferon alpha 17"	"Antiviral defense"	Cytokine	"Evidence at protein level"
ENSG00000188379	IFNA2	"Interferon alpha 2"	"Antiviral defense"	Cytokine	"Evidence at protein level"
ENSG00000137080	IFNA21	"Interferon alpha 21"	"Antiviral defense"	Cytokine	"Evidence at protein level"
ENSG00000236637	IFNA4	"Interferon alpha 4"	"Antiviral defense"	Cytokine	"Evidence at protein level"
ENSG00000147873	IFNA5	"Interferon alpha 5"	"Antiviral defense"	Cytokine	"Evidence at protein level"
ENSG00000120235	IFNA6	"Interferon alpha 6"	"Antiviral defense"	Cytokine	"Evidence at protein level"
ENSG00000214042	IFNA7	"Interferon alpha 7"	"Antiviral defense"	Cytokine	"Evidence at protein level"
ENSG00000120242	IFNA8	"Interferon alpha 8"	"Antiviral defense"	Cytokine	"Evidence at protein level"
ENSG00000159110	IFNAR2	"Interferon alpha and beta receptor subunit 2"		Receptor	"Evidence at protein level"
ENSG00000171855	IFNB1	"Interferon beta 1"	"Antiviral defense"	Cytokine	"Evidence at protein level"
ENSG00000184995	IFNE	"Interferon epsilon"	"Antiviral defense"	Cytokine	"Evidence at transcript level"
ENSG00000111537	IFNG	"Interferon gamma"	"Antiviral defense, Growth regulation"	Cytokine	"Evidence at protein level"
ENSG00000147896	IFNK	"Interferon kappa"	"Antiviral defense"	Cytokine	"Evidence at protein level"
ENSG00000182393	IFNL1	"Interferon lambda 1"	"Antiviral defense"	Cytokine	"Evidence at protein level"
ENSG00000183709	IFNL2	"Interferon lambda 2"	"Antiviral defense"	Cytokine	"Evidence at transcript level"
ENSG00000197110	IFNL3	"Interferon lambda 3"	"Antiviral defense"	Cytokine	"Evidence at protein level"
ENSG00000177047	IFNW1	"Interferon omega 1"	"Antiviral defense"	Cytokine	"Evidence at protein level"
ENSG00000017427	IGF1	"Insulin like growth factor 1"		"Growth factor"	"Evidence at protein level"
ENSG00000167244	IGF2	"Insulin like growth factor 2"	"Carbohydrate metabolism, Glucose metabolism, Osteogenesis"	"Growth factor, Hormone, Mitogen"	"Evidence at protein level"
ENSG00000099769	IGFALS	"Insulin like growth factor binding protein acid labile subunit"	"Cell adhesion"		"Evidence at protein level"
ENSG00000146678	IGFBP1	"Insulin like growth factor binding protein 1"		"Growth factor binding"	"Evidence at protein level"
ENSG00000115457	IGFBP2	"Insulin like growth factor binding protein 2"	"Growth regulation"	"Growth factor binding"	"Evidence at protein level"
ENSG00000146674	IGFBP3	"Insulin like growth factor binding protein 3"	Apoptosis	"Growth factor binding"	"Evidence at protein level"
ENSG00000141753	IGFBP4	"Insulin like growth factor binding protein 4"		"Growth factor binding"	"Evidence at protein level"
